time_s,x_m,y_m,psi_rad,delta_rad,vx_mps,ax_mps2
3.700000,-2.073835,-3.377507,-0.479701,0.008087,5.716422,5.344299
3.710000,-2.051305,-3.334127,-0.478257,0.011232,5.762871,5.064569
3.720000,-2.028848,-3.290710,-0.476348,0.014372,5.809634,4.519566
3.730000,-2.006483,-3.247245,-0.473984,0.017469,5.854857,3.651469
3.740000,-1.984230,-3.203723,-0.471178,0.020483,5.896624,2.402839
3.750000,-1.962109,-3.160133,-0.467942,0.023372,5.933002,0.720858
3.760000,-1.940139,-3.116465,-0.464289,0.026129,5.961238,-1.280110
3.770000,-1.918337,-3.072713,-0.460232,0.028781,5.977551,-3.275471
3.780000,-1.896721,-3.028869,-0.455784,0.031360,5.978093,-4.927256
3.790000,-1.875309,-2.984924,-0.450957,0.033897,5.959094,-5.901604
3.800000,-1.854117,-2.940871,-0.445756,0.036425,5.920986,-6.098201
3.810000,-1.833163,-2.896705,-0.440171,0.038979,5.870594,-5.771632
3.820000,-1.812466,-2.852418,-0.434191,0.041595,5.815278,-5.206194
3.830000,-1.792042,-2.808005,-0.427807,0.044306,5.762367,-4.685002
3.840000,-1.771910,-2.763458,-0.421010,0.047121,5.716114,-4.372281
3.850000,-1.752091,-2.718772,-0.413799,0.049994,5.675105,-4.213136
3.860000,-1.732603,-2.673941,-0.406175,0.052875,5.637313,-4.129070
3.870000,-1.713468,-2.628959,-0.398137,0.055712,5.600715,-4.041712
3.880000,-1.694705,-2.583820,-0.389685,0.058480,5.564018,-3.900215
3.890000,-1.676334,-2.538520,-0.380820,0.061201,5.527562,-3.715566
3.900000,-1.658375,-2.493056,-0.371545,0.063908,5.491911,-3.507185
3.910000,-1.640847,-2.447424,-0.361862,0.066631,5.457629,-3.294481
3.920000,-1.623771,-2.401620,-0.351771,0.069397,5.425130,-3.089836
3.930000,-1.607168,-2.355644,-0.341264,0.072214,5.394412,-2.886273
3.940000,-1.591058,-2.309493,-0.330333,0.075086,5.365402,-2.673507
3.950000,-1.575465,-2.263165,-0.318972,0.078021,5.338027,-2.441257
3.960000,-1.560408,-2.216660,-0.307169,0.081029,5.312286,-2.181559
3.970000,-1.545913,-2.169977,-0.294904,0.084143,5.288422,-1.894331
3.980000,-1.532004,-2.123117,-0.282155,0.087398,5.266727,-1.581168
3.990000,-1.518704,-2.076081,-0.268901,0.090832,5.247494,-1.243664
4.000000,-1.506041,-2.028868,-0.255115,0.094477,5.231009,-0.889232
4.010000,-1.494043,-1.981483,-0.240759,0.098349,5.217517,-0.549796
4.020000,-1.482743,-1.933927,-0.225789,0.102462,5.207255,-0.263736
4.030000,-1.472172,-1.886205,-0.210162,0.106829,5.200459,-0.069429
4.040000,-1.462360,-1.838319,-0.193858,0.111390,5.197178,0.006334
4.050000,-1.453337,-1.790278,-0.176981,0.115707,5.196476,-0.002647
4.060000,-1.445132,-1.742092,-0.159674,0.119219,5.197097,-0.042840
4.070000,-1.437772,-1.693771,-0.142079,0.121363,5.197783,-0.060698
4.080000,-1.431282,-1.645325,-0.124341,0.121682,5.197480,-0.009522
4.090000,-1.425661,-1.596770,-0.106606,0.120391,5.196454,0.112759
4.100000,-1.420896,-1.548122,-0.089024,0.117977,5.195498,0.290332
4.110000,-1.416974,-1.499399,-0.071743,0.114924,5.195409,0.507333
4.120000,-1.413883,-1.450617,-0.054899,0.111687,5.196936,0.748310
4.130000,-1.411603,-1.401791,-0.038534,0.108439,5.200447,1.001185
4.140000,-1.410111,-1.352934,-0.022642,0.105221,5.206121,1.255531
4.150000,-1.409384,-1.304059,-0.007217,0.102068,5.214141,1.500935
4.160000,-1.409399,-1.255179,0.007748,0.099017,5.224661,1.727880
4.170000,-1.410134,-1.206305,0.022260,0.096062,5.237599,1.936250
4.180000,-1.411567,-1.157446,0.036328,0.093174,5.252730,2.131528
4.190000,-1.413677,-1.108612,0.049959,0.090326,5.269824,2.319269
4.200000,-1.416442,-1.059810,0.063163,0.087491,5.288663,2.504700
4.210000,-1.419841,-1.011050,0.075947,0.084674,5.309143,2.688536
4.220000,-1.423853,-0.962335,0.088320,0.081903,5.331242,2.868242
4.230000,-1.428458,-0.913673,0.100293,0.079206,5.354943,3.041208
4.240000,-1.433636,-0.865068,0.111872,0.076611,5.380223,3.204900
4.250000,-1.439366,-0.816526,0.123075,0.074133,5.407011,3.358101
4.260000,-1.445631,-0.768051,0.133919,0.071775,5.435191,3.500742
4.270000,-1.452414,-0.719644,0.144425,0.069544,5.464648,3.632791
4.280000,-1.459697,-0.671310,0.154611,0.067442,5.495265,3.754314
4.290000,-1.467463,-0.623052,0.164490,0.065445,5.526930,3.867763
4.300000,-1.475698,-0.574872,0.174063,0.063502,5.559533,3.978101
4.310000,-1.484386,-0.526770,0.183334,0.061559,5.592967,4.090407
4.320000,-1.493514,-0.478751,0.192304,0.059565,5.627124,4.209691
4.330000,-1.503065,-0.430813,0.200971,0.057499,5.661976,4.338347
4.340000,-1.513024,-0.382959,0.209332,0.055380,5.697588,4.475461
4.350000,-1.523376,-0.335188,0.217380,0.053229,5.734033,4.619906
4.360000,-1.534103,-0.287500,0.225108,0.051068,5.771385,4.770473
4.370000,-1.545191,-0.239894,0.232517,0.048917,5.809696,4.921175
4.380000,-1.556625,-0.192371,0.239612,0.046790,5.848989,5.058715
4.390000,-1.568388,-0.144927,0.246398,0.044702,5.889287,5.169177
4.400000,-1.580466,-0.097563,0.252883,0.042667,5.930608,5.238741
4.410000,-1.592843,-0.050276,0.259069,0.040689,5.972829,5.263396
4.420000,-1.605505,-0.003065,0.264962,0.038747,6.015559,5.257322
4.430000,-1.618438,0.044074,0.270562,0.036821,6.058379,5.236680
4.440000,-1.631628,0.091141,0.275873,0.034889,6.100870,5.217602
4.450000,-1.645062,0.138139,0.280895,0.032936,6.142766,5.210206
4.460000,-1.658725,0.185071,0.285626,0.030961,6.184145,5.211013
4.470000,-1.672602,0.231941,0.290063,0.028966,6.225132,5.214671
4.480000,-1.686681,0.278750,0.294204,0.026953,6.265855,5.215834
4.490000,-1.700946,0.325503,0.298044,0.024922,6.306396,5.211645
4.500000,-1.715384,0.372203,0.301583,0.022877,6.346726,5.206158
4.510000,-1.729979,0.418854,0.304815,0.020817,6.386798,5.204616
4.520000,-1.744719,0.465460,0.307739,0.018745,6.426561,5.212261
4.530000,-1.759587,0.512025,0.310353,0.016667,6.465995,5.230290
4.540000,-1.774570,0.558552,0.312666,0.014611,6.505180,5.246047
4.550000,-1.789655,0.605048,0.314688,0.012607,6.544217,5.243909
4.560000,-1.804827,0.651515,0.316427,0.010686,6.583205,5.208256
4.570000,-1.820073,0.697958,0.317894,0.008866,6.622178,5.089832
4.580000,-1.835380,0.744380,0.319091,0.007118,6.660886,4.696642
4.590000,-1.850736,0.790787,0.320022,0.005400,6.699001,3.798831
4.600000,-1.866129,0.837182,0.320690,0.003669,6.736199,2.166543
4.610000,-1.881548,0.883568,0.321095,0.001888,6.771303,-0.329349
4.620000,-1.896980,0.929950,0.321232,0.000052,6.798661,-3.287365
4.630000,-1.912411,0.976332,0.321093,-0.001833,6.811156,-6.131935
4.640000,-1.927829,1.022718,0.320671,-0.003762,6.801665,-8.287387
4.650000,-1.943222,1.069113,0.319958,-0.005726,6.764713,-9.275808
4.660000,-1.958575,1.115521,0.318957,-0.007702,6.705616,-9.261609
4.670000,-1.973875,1.161946,0.317672,-0.009660,6.634053,-8.668464
4.680000,-1.989109,1.208393,0.316110,-0.011570,6.559711,-7.920767
4.690000,-2.004263,1.254866,0.314275,-0.013406,6.491359,-7.402651
4.700000,-2.019325,1.301369,0.312169,-0.015183,6.430167,-7.165323
4.710000,-2.034283,1.347905,0.309794,-0.016936,6.373554,-7.095720
4.720000,-2.049124,1.394479,0.307151,-0.018697,6.318912,-7.079619
4.730000,-2.063836,1.441094,0.304241,-0.020499,6.263818,-7.010864
4.740000,-2.078406,1.487754,0.301061,-0.022351,6.207792,-6.868355
4.750000,-2.092822,1.534461,0.297605,-0.024247,6.151519,-6.682013
4.760000,-2.107069,1.581220,0.293866,-0.026181,6.095699,-6.482451
4.770000,-2.121134,1.628033,0.289838,-0.028148,6.040997,-6.298832
4.780000,-2.135004,1.674905,0.285517,-0.030146,5.987591,-6.140450
4.790000,-2.148664,1.721839,0.280895,-0.032177,5.935301,-6.002174
4.800000,-2.162100,1.768837,0.275968,-0.034241,5.883940,-5.878549
4.810000,-2.175297,1.815903,0.270731,-0.036339,5.833327,-5.764249
4.820000,-2.188240,1.863039,0.265182,-0.038455,5.783347,-5.656334
4.830000,-2.200915,1.910248,0.259328,-0.040561,5.733949,-5.553957
4.840000,-2.213306,1.957532,0.253173,-0.042626,5.685081,-5.456338
4.850000,-2.225398,2.004893,0.246721,-0.044621,5.636694,-5.362632
4.860000,-2.237177,2.052334,0.239978,-0.046544,5.588751,-5.270284
4.870000,-2.248629,2.099854,0.232948,-0.048422,5.541231,-5.174934
4.880000,-2.259740,2.147455,0.225637,-0.050281,5.494113,-5.072136
4.890000,-2.270496,2.195137,0.218048,-0.052148,5.447378,-4.957591
4.900000,-2.280883,2.242902,0.210176,-0.054060,5.401079,-4.832543
4.910000,-2.290885,2.290748,0.202001,-0.056064,5.355361,-4.705297
4.920000,-2.300488,2.338675,0.193503,-0.058207,5.310373,-4.584614
4.930000,-2.309676,2.386684,0.184659,-0.060535,5.266265,-4.479159
4.940000,-2.318433,2.434774,0.175459,-0.063040,5.223061,-4.391909
4.950000,-2.326739,2.482944,0.165902,-0.065624,5.180593,-4.317085
4.960000,-2.334576,2.531192,0.155992,-0.068186,5.138678,-4.248160
4.970000,-2.341924,2.579516,0.145729,-0.070622,5.097134,-4.178647
4.980000,-2.348766,2.627916,0.135117,-0.072888,5.055857,-4.106286
4.990000,-2.355085,2.676386,0.124158,-0.075051,5.014891,-4.036712
5.000000,-2.360864,2.724923,0.112856,-0.077189,4.974299,-3.976426
5.010000,-2.366086,2.773524,0.101215,-0.079380,4.934139,-3.931912
5.020000,-2.370736,2.822182,0.089240,-0.081657,4.894398,-3.906434
5.030000,-2.374796,2.870894,0.076941,-0.083949,4.854893,-3.895915
5.040000,-2.378249,2.919652,0.064329,-0.086170,4.815415,-3.895261
5.050000,-2.381079,2.968449,0.051416,-0.088237,4.775757,-3.899375
5.060000,-2.383269,3.017280,0.038211,-0.090099,4.735756,-3.901993
5.070000,-2.384807,3.066136,0.024732,-0.091805,4.695370,-3.893588
5.080000,-2.385681,3.115008,0.010992,-0.093422,4.654578,-3.864066
5.090000,-2.385877,3.163887,-0.002993,-0.095017,4.613360,-3.803333
5.100000,-2.385383,3.212764,-0.017223,-0.096674,4.571786,-3.705828
5.110000,-2.384185,3.261629,-0.031746,-0.098541,4.530244,-3.581627
5.120000,-2.382266,3.310470,-0.046625,-0.100779,4.489190,-3.444175
5.130000,-2.379613,3.359278,-0.061919,-0.103549,4.449081,-3.306919
5.140000,-2.376207,3.408040,-0.077685,-0.106955,4.410282,-3.179637
5.150000,-2.372023,3.456741,-0.093966,-0.110860,4.372769,-3.056429
5.160000,-2.367033,3.505365,-0.110800,-0.115062,4.336417,-2.927207
5.170000,-2.361210,3.553896,-0.128224,-0.119358,4.301100,-2.781882
5.180000,-2.354524,3.602318,-0.146276,-0.123585,4.266751,-2.614167
5.190000,-2.346948,3.650608,-0.164977,-0.127780,4.233620,-2.437940
5.200000,-2.338455,3.698745,-0.184343,-0.132048,4.202059,-2.273745
5.210000,-2.329015,3.746705,-0.204394,-0.136493,4.172422,-2.142132
5.220000,-2.318600,3.794464,-0.225143,-0.141194,4.144966,-2.059341
5.230000,-2.307183,3.841994,-0.246593,-0.146057,4.119297,-2.013092
5.240000,-2.294733,3.889262,-0.268741,-0.150918,4.094760,-1.979507
5.250000,-2.281223,3.936237,-0.291582,-0.155613,4.070697,-1.934680
5.260000,-2.266625,3.982887,-0.315101,-0.159967,4.046539,-1.859564
5.270000,-2.250923,4.029178,-0.339183,-0.163710,4.022442,-1.775663
5.280000,-2.234107,4.075075,-0.363666,-0.166529,3.998924,-1.724624
5.290000,-2.216169,4.120543,-0.388386,-0.168105,3.976503,-1.748240
5.300000,-2.197099,4.165548,-0.413186,-0.168182,3.955579,-1.881859
5.310000,-2.176907,4.210062,-0.437997,-0.167110,3.935277,-2.092245
5.320000,-2.155615,4.254060,-0.462801,-0.165606,3.913951,-2.304756
5.330000,-2.133242,4.297521,-0.487580,-0.164393,3.889946,-2.444176
5.340000,-2.109808,4.340418,-0.512325,-0.164169,3.861761,-2.440922
5.350000,-2.085322,4.382722,-0.537161,-0.165270,3.830043,-2.303449
5.360000,-2.059784,4.424397,-0.562304,-0.167772,3.797011,-2.097228
5.370000,-2.033192,4.465409,-0.587976,-0.171744,3.764920,-1.889031
5.380000,-2.005547,4.505721,-0.614391,-0.177232,3.735928,-1.743047
5.390000,-1.976839,4.545284,-0.641644,-0.183847,3.710441,-1.675567
5.400000,-1.947054,4.584040,-0.669728,-0.190819,3.687315,-1.660647
5.410000,-1.916177,4.621927,-0.698630,-0.197366,3.665354,-1.670897
5.420000,-1.884193,4.658886,-0.728335,-0.202725,3.643388,-1.679422
5.430000,-1.851101,4.694861,-0.758793,-0.206719,3.620897,-1.672140
5.440000,-1.816917,4.729799,-0.789910,-0.209786,3.598054,-1.648584
5.450000,-1.781657,4.763649,-0.821590,-0.212397,3.575065,-1.608948
5.460000,-1.745336,4.796360,-0.853740,-0.215016,3.552138,-1.553448
5.470000,-1.707975,4.827879,-0.886327,-0.217918,3.529486,-1.483127
5.480000,-1.669601,4.858154,-0.919394,-0.221137,3.507329,-1.400092
5.490000,-1.630241,4.887133,-0.952993,-0.224691,3.485892,-1.306518
5.500000,-1.589922,4.914763,-0.987171,-0.228598,3.465394,-1.204543
5.510000,-1.548674,4.940989,-1.021975,-0.232842,3.446042,-1.093961
5.520000,-1.506531,4.965749,-1.057445,-0.237363,3.428010,-0.970939
5.530000,-1.463529,4.988982,-1.093622,-0.242093,3.411473,-0.831330
5.540000,-1.419702,5.010626,-1.130543,-0.246967,3.396606,-0.671050
5.550000,-1.375093,5.030620,-1.168237,-0.251927,3.383578,-0.492541
5.560000,-1.329759,5.048904,-1.206700,-0.256927,3.372552,-0.310531
5.570000,-1.283759,5.065417,-1.245930,-0.261926,3.363688,-0.141100
5.580000,-1.237151,5.080098,-1.285924,-0.266881,3.357148,-0.000331
5.590000,-1.189995,5.092887,-1.326676,-0.271748,3.353093,0.095696
5.600000,-1.142348,5.103724,-1.368184,-0.276486,3.351685,0.130898
5.610000,-1.094270,5.112547,-1.410443,-0.281052,3.353084,0.089193
